食品名
（えんどう類）さやえんどう若ざや生
（えんどう類）さやえんどう若ざやゆで
（えんどう類）スナップえんどう若ざや生
（えんどう類）グリンピース生
（えんどう類）グリンピースゆで
（えんどう類）グリンピース冷凍
（えんどう類）グリンピース冷凍ゆで
（えんどう類）グリンピース水煮缶詰
かぶ根皮つき生
かぶ根皮つきゆで
かぶ根皮なし生
かぶ根皮なしゆで
（かぼちゃ類）日本かぼちゃ果実生
（かぼちゃ類）日本かぼちゃ果実ゆで
（かぼちゃ類）西洋かぼちゃ果実生
（かぼちゃ類）西洋かぼちゃ果実ゆで
（かぼちゃ類）西洋かぼちゃ果実冷凍
カリフラワー花序生
カリフラワー花序ゆで
かんぴょう乾
かんぴょうゆで
かんぴょう甘煮
（キャベツ類）キャベツ結球葉生
（キャベツ類）キャベツ結球葉カット常法洗浄
（キャベツ類）キャベツ結球葉カット次亜塩素酸洗浄
（キャベツ類）グリーンボール結球葉生
（キャベツ類）レッドキャベツ結球葉生
きゅうり果実生
きゅうり漬物ピクルススイート型
コールラビ球茎ゆで
（しょうが類）しょうが根茎皮なし生
ズッキーニ果実生
セロリ葉柄生
そらまめ未熟豆生
そらまめ未熟豆ゆで
（だいこん類）だいこん根皮つき生
（だいこん類）だいこん根皮つきゆで
（だいこん類）だいこん根皮なし生
（だいこん類）だいこん根皮なしゆで
（たまねぎ類）たまねぎりん茎生
（たまねぎ類）たまねぎりん茎水さらし
（たまねぎ類）たまねぎりん茎ゆで
（たまねぎ類）赤たまねぎりん茎生
（たまねぎ類）葉たまねぎりん茎及び葉生
（とうもろこし類）スイートコーン未熟種子穂軸つき冷凍
（とうもろこし類）スイートコーン未熟種子カーネル冷凍
（とうもろこし類）スイートコーン未熟種子カーネル冷凍ゆで
（とうもろこし類）スイートコーン未熟種子カーネル冷凍油いため
（とうもろこし類）スイートコーン缶詰ホールカーネルスタイル
（トマト類）赤色トマト果実生
（トマト類）赤色ミニトマト果実生
（トマト類）加工品ホール食塩無添加
（トマト類）加工品トマトジュース食塩添加
（なす類）なす果実ゆで
（なす類）べいなす果実生
（にんじん類）にんじん根皮つき生
（にんじん類）にんじん根皮つきゆで
（にんじん類）にんじん根皮なし生
（にんじん類）にんじん根皮なしゆで
（にんじん類）にんじん根皮なしカット常法洗浄
（にんじん類）にんじん根皮なしカット次亜塩素酸洗浄
（にんじん類）にんじん根冷凍
（にんじん類）にんじん根冷凍ゆで
（にんじん類）にんじんグラッセ
（にんじん類）にんじんジュース缶詰
（にんじん類）ミニキャロット根生
はくさい結球葉生
はくさい結球葉ゆで
パクチョイ葉生
はつかだいこん根生
ビーツ根生
ビーツ根ゆで
（ピーマン類）青ピーマン果実生
リーキりん茎葉生
（レタス類）レタス土耕栽培結球葉生
（レタス類）レタス水耕栽培結球葉生
れんこん根茎生
れんこん根茎ゆで
れんこん甘酢れんこん
（その他）野菜ミックスジュース通常タイプ
（その他）野菜ミックスジュース濃縮タイプ
あんず生
あんず乾
あんずジャム高糖度
いちごジャム高糖度
いちじく生
いちじく乾
かき甘がき生
かき渋抜きがき生
（かんきつ類）うんしゅうみかんじょうのう早生生
（かんきつ類）うんしゅうみかんじょうのう普通生
（かんきつ類）うんしゅうみかん砂じょう早生生
（かんきつ類）うんしゅうみかん砂じょう普通生
（かんきつ類）うんしゅうみかん果実飲料ストレートジュース
（かんきつ類）うんしゅうみかん果実飲料濃縮還元ジュース
（かんきつ類）オレンジネーブル砂じょう生
（かんきつ類）オレンジバレンシア米国産砂じょう生
（かんきつ類）オレンジバレンシア果実飲料ストレートジュース
（かんきつ類）オレンジバレンシア果実飲料濃縮還元ジュース
（かんきつ類）オレンジバレンシアマーマレード高糖度
（かんきつ類）グレープフルーツ白肉種砂じょう生
（かんきつ類）グレープフルーツ紅肉種砂じょう生
（かんきつ類）グレープフルーツ果実飲料ストレートジュース
（かんきつ類）グレープフルーツ果実飲料濃縮還元ジュース
（かんきつ類）グレープフルーツ缶詰
キウイフルーツ緑肉種生
キウイフルーツ黄肉種生
グァバ赤肉種生
グァバ果実飲料20%果汁入り飲料（ネクター）
ココナッツココナッツウォーター
さくらんぼ米国産生
さくらんぼ米国産缶詰
（すぐり類）グーズベリー生
（すもも類）プルーン生
（すもも類）プルーン乾
チェリモヤ生
（なし類）西洋なし缶詰
パインアップル果実飲料ストレートジュース
パインアップル果実飲料濃縮還元ジュース
パインアップル缶詰
パインアップル砂糖漬
バナナ乾
パパイア完熟生
パパイア未熟生
びわ生
ぶどう皮なし生
ぶどう干しぶどう
ぶどう果実飲料ストレートジュース
ぶどう果実飲料濃縮還元ジュース
ぶどうジャム
ブルーベリー生
ブルーベリージャム
まくわうり黄肉種生
まくわうり白肉種生
マルメロ生
マンゴー生
マンゴードライマンゴー
メロン温室メロン生
メロン露地メロン緑肉種生
メロン露地メロン赤肉種生
（もも類）もも白肉種生
（もも類）もも果実飲料30%果汁入り飲料（ネクター）
（もも類）もも缶詰白肉種果肉
（もも類）もも缶詰黄肉種果肉
（もも類）ネクタリン生
ラズベリー生
りんご皮つき焼き
りんご果実飲料ストレートジュース
りんご果実飲料濃縮還元ジュース
りんごジャム
えのきたけ味付け瓶詰
しいたけ乾しいたけ甘煮
なめこ株採り生
なめこカットなめこ生
なめこ水煮缶詰
（こんぶ類）つくだ煮
てんぐさ素干し
ひとえぐさつくだ煮
＜魚類＞あいなめ生
＜魚類＞あこうだい生
＜魚類＞（あじ類）まあじ皮つき生
＜魚類＞（あじ類）まあじ皮なし生
＜魚類＞（あじ類）まあじ皮つき水煮
＜魚類＞（あじ類）まあじ皮つき焼き
＜魚類＞（あじ類）まあじ皮つきフライ
＜魚類＞（あじ類）まあじ開き干し生
＜魚類＞（あじ類）まあじ開き干し焼き
＜魚類＞（あじ類）まあじ小型骨付き生
＜魚類＞（あじ類）まあじ小型骨付きから揚げ
＜魚類＞（あじ類）まるあじ生
＜魚類＞（あじ類）まるあじ焼き
＜魚類＞（あじ類）にしまあじ生
＜魚類＞（あじ類）にしまあじ水煮
＜魚類＞（あじ類）にしまあじ焼き
＜魚類＞（あじ類）にしまあじ開き干し生
＜魚類＞（あじ類）にしまあじ開き干し焼き
＜魚類＞（あじ類）むろあじ生
＜魚類＞（あじ類）むろあじ焼き
＜魚類＞（あじ類）むろあじ開き干し
＜魚類＞（あじ類）むろあじくさや
＜魚類＞あなご生
＜魚類＞あなご蒸し
＜魚類＞あまご養殖生
＜魚類＞あまだい生
＜魚類＞あまだい水煮
＜魚類＞あまだい焼き
＜魚類＞あゆ天然生
＜魚類＞あゆ天然焼き
＜魚類＞あゆ天然内臓生
＜魚類＞あゆ天然内臓焼き
＜魚類＞あゆ養殖生
＜魚類＞あゆ養殖焼き
＜魚類＞あゆ養殖内臓生
＜魚類＞あゆ養殖内臓焼き
＜魚類＞あゆうるか
＜魚類＞アラスカめぬけ生
＜魚類＞あんこう生
＜魚類＞あんこうきも生
＜魚類＞いかなご生
＜魚類＞いかなご煮干し
＜魚類＞いかなごつくだ煮
＜魚類＞いかなごあめ煮
＜魚類＞いさき生
＜魚類＞いしだい生
＜魚類＞いとよりだい生
＜魚類＞いとよりだいすり身
＜魚類＞いぼだい生
＜魚類＞（いわし類）うるめいわし生
＜魚類＞（いわし類）うるめいわし丸干し
＜魚類＞（いわし類）かたくちいわし生
＜魚類＞（いわし類）かたくちいわし煮干し
＜魚類＞（いわし類）かたくちいわし田作り
＜魚類＞（いわし類）まいわし生
＜魚類＞（いわし類）まいわし水煮
＜魚類＞（いわし類）まいわし焼き
＜魚類＞（いわし類）まいわしフライ
＜魚類＞（いわし類）まいわし塩いわし
＜魚類＞（いわし類）まいわし生干し
＜魚類＞（いわし類）まいわし丸干し
＜魚類＞（いわし類）めざし生
＜魚類＞（いわし類）めざし焼き
＜魚類＞（いわし類）しらす生
＜魚類＞（いわし類）しらす釜揚げしらす
＜魚類＞（いわし類）しらす干し微乾燥品
＜魚類＞（いわし類）しらす干し半乾燥品
＜魚類＞（いわし類）たたみいわし
＜魚類＞（いわし類）みりん干しかたくちいわし
＜魚類＞（いわし類）みりん干しまいわし
＜魚類＞（いわし類）缶詰水煮
＜魚類＞（いわし類）缶詰味付け
＜魚類＞（いわし類）缶詰トマト漬
＜魚類＞（いわし類）缶詰油漬
＜魚類＞（いわし類）缶詰かば焼
＜魚類＞（いわし類）缶詰アンチョビ
＜魚類＞いわな養殖生
＜魚類＞うぐい生
＜魚類＞うなぎ養殖生
＜魚類＞うなぎきも生
＜魚類＞うなぎ白焼き
＜魚類＞うなぎかば焼
＜魚類＞うまづらはぎ生
＜魚類＞うまづらはぎ味付け開き干し
＜魚類＞えい生
＜魚類＞えそ生
＜魚類＞おいかわ生
＜魚類＞おおさが生
＜魚類＞おこぜ生
＜魚類＞おひょう生
＜魚類＞かさご生
＜魚類＞かじか生
＜魚類＞かじか水煮
＜魚類＞かじかつくだ煮
＜魚類＞（かじき類）くろかじき生
＜魚類＞（かじき類）まかじき生
＜魚類＞（かじき類）めかじき生
＜魚類＞（かじき類）めかじき焼き
＜魚類＞（かつお類）かつお春獲り生
＜魚類＞（かつお類）かつお秋獲り生
＜魚類＞（かつお類）そうだがつお生
＜魚類＞（かつお類）加工品なまり
＜魚類＞（かつお類）加工品なまり節
＜魚類＞（かつお類）加工品裸節
＜魚類＞（かつお類）加工品かつお節
＜魚類＞（かつお類）加工品削り節
＜魚類＞（かつお類）加工品削り節つくだ煮
＜魚類＞（かつお類）加工品角煮
＜魚類＞（かつお類）加工品塩辛
＜魚類＞（かつお類）缶詰味付けフレーク
＜魚類＞（かつお類）缶詰油漬フレーク
＜魚類＞かます生
＜魚類＞かます焼き
＜魚類＞（かれい類）まがれい生
＜魚類＞（かれい類）まがれい水煮
＜魚類＞（かれい類）まがれい焼き
＜魚類＞（かれい類）まこがれい生
＜魚類＞（かれい類）まこがれい焼き
＜魚類＞（かれい類）子持ちがれい生
＜魚類＞（かれい類）子持ちがれい水煮
＜魚類＞（かれい類）干しかれい
＜魚類＞かわはぎ生
＜魚類＞かんぱち三枚おろし生
＜魚類＞かんぱち背側生
＜魚類＞きす生
＜魚類＞きす天ぷら
＜魚類＞きちじ生
＜魚類＞きびなご生
＜魚類＞きびなご調味干し
＜魚類＞キャビア塩蔵品
＜魚類＞キングクリップ生
＜魚類＞ぎんだら生
＜魚類＞ぎんだら水煮
＜魚類＞きんめだい生
＜魚類＞ぐち生
＜魚類＞ぐち焼き
＜魚類＞こい養殖生
＜魚類＞こい養殖水煮
＜魚類＞こい養殖内臓生
＜魚類＞（こち類）まごち生
＜魚類＞（こち類）めごち生
＜魚類＞このしろ生
＜魚類＞このしろ甘酢漬
＜魚類＞（さけ・ます類）からふとます生
＜魚類＞（さけ・ます類）からふとます焼き
＜魚類＞（さけ・ます類）からふとます塩ます
＜魚類＞（さけ・ます類）からふとます水煮缶詰
＜魚類＞（さけ・ます類）ぎんざけ養殖生
＜魚類＞（さけ・ます類）ぎんざけ養殖焼き
＜魚類＞（さけ・ます類）さくらます生
＜魚類＞（さけ・ます類）さくらます焼き
＜魚類＞（さけ・ます類）しろさけ生
＜魚類＞（さけ・ます類）しろさけ水煮
＜魚類＞（さけ・ます類）しろさけ焼き
＜魚類＞（さけ・ます類）しろさけ新巻き生
＜魚類＞（さけ・ます類）しろさけ新巻き焼き
＜魚類＞（さけ・ます類）しろさけ塩ざけ
＜魚類＞（さけ・ます類）しろさけイクラ
＜魚類＞（さけ・ます類）しろさけすじこ
＜魚類＞（さけ・ます類）しろさけめふん
＜魚類＞（さけ・ます類）しろさけ水煮缶詰
＜魚類＞（さけ・ます類）しろさけサケ節削り節
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき生
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき水煮
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき蒸し
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき電子レンジ調理
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき焼き
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つきソテー
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮つき天ぷら
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし生
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし水煮
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし蒸し
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし電子レンジ調理
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし焼き
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なしソテー
＜魚類＞（さけ・ます類）たいせいようさけ養殖皮なし天ぷら
＜魚類＞（さけ・ます類）にじます海面養殖皮つき生
＜魚類＞（さけ・ます類）にじます海面養殖皮なし生
＜魚類＞（さけ・ます類）にじます海面養殖皮つき焼き
＜魚類＞（さけ・ます類）にじます淡水養殖皮つき生
＜魚類＞（さけ・ます類）べにざけ生
＜魚類＞（さけ・ます類）べにざけ焼き
＜魚類＞（さけ・ます類）べにざけくん製
＜魚類＞（さけ・ます類）ますのすけ生
＜魚類＞（さけ・ます類）ますのすけ焼き
＜魚類＞（さば類）まさば生
＜魚類＞（さば類）まさば水煮
＜魚類＞（さば類）まさば焼き
＜魚類＞（さば類）まさばフライ
＜魚類＞（さば類）ごまさば生
＜魚類＞（さば類）ごまさば水煮
＜魚類＞（さば類）ごまさば焼き
＜魚類＞（さば類）ごまさばさば節
＜魚類＞（さば類）たいせいようさば生
＜魚類＞（さば類）たいせいようさば水煮
＜魚類＞（さば類）たいせいようさば焼き
＜魚類＞（さば類）加工品塩さば
＜魚類＞（さば類）加工品開き干し
＜魚類＞（さば類）加工品しめさば
＜魚類＞（さば類）缶詰水煮
＜魚類＞（さば類）缶詰みそ煮
＜魚類＞（さば類）缶詰味付け
＜魚類＞（さめ類）あぶらつのざめ生
＜魚類＞（さめ類）よしきりざめ生
＜魚類＞（さめ類）ふかひれ
＜魚類＞さより生
＜魚類＞さわら生
＜魚類＞さわら焼き
＜魚類＞さんま皮つき生
＜魚類＞さんま皮なし生
＜魚類＞さんま皮つき焼き
＜魚類＞さんま開き干し
＜魚類＞さんまみりん干し
＜魚類＞さんま缶詰味付け
＜魚類＞さんま缶詰かば焼
＜魚類＞しいら生
＜魚類＞（ししゃも類）ししゃも生干し生
＜魚類＞（ししゃも類）ししゃも生干し焼き
＜魚類＞（ししゃも類）からふとししゃも生干し生
＜魚類＞（ししゃも類）からふとししゃも生干し焼き
＜魚類＞したびらめ生
＜魚類＞しまあじ養殖生
＜魚類＞しらうお生
＜魚類＞シルバー生
＜魚類＞すずき生
＜魚類＞（たい類）きだい生
＜魚類＞（たい類）くろだい生
＜魚類＞（たい類）ちだい生
＜魚類＞（たい類）まだい天然生
＜魚類＞（たい類）まだい養殖皮つき生
＜魚類＞（たい類）まだい養殖皮つき水煮
＜魚類＞（たい類）まだい養殖皮つき焼き
＜魚類＞（たい類）まだい養殖皮なし生
＜魚類＞たかさご生
＜魚類＞たかべ生
＜魚類＞たちうお生
＜魚類＞（たら類）すけとうだら生
＜魚類＞（たら類）すけとうだらフライ
＜魚類＞（たら類）すけとうだらすきみだら
＜魚類＞（たら類）すけとうだらたらこ生
＜魚類＞（たら類）すけとうだらたらこ焼き
＜魚類＞（たら類）すけとうだらからしめんたいこ
＜魚類＞（たら類）まだら生
＜魚類＞（たら類）まだら焼き
＜魚類＞（たら類）まだらしらこ生
＜魚類＞（たら類）まだら塩だら
＜魚類＞（たら類）まだら干しだら
＜魚類＞（たら類）加工品でんぶ
＜魚類＞（たら類）加工品桜でんぶ
＜魚類＞ちか生
＜魚類＞どじょう生
＜魚類＞どじょう水煮
＜魚類＞とびうお生
＜魚類＞とびうお煮干し
＜魚類＞とびうお焼き干し
＜魚類＞ナイルティラピア生
＜魚類＞なまず生
＜魚類＞にぎす生
＜魚類＞にしん生
＜魚類＞にしん身欠きにしん
＜魚類＞にしん開き干し
＜魚類＞にしんくん製
＜魚類＞にしんかずのこ生
＜魚類＞にしんかずのこ乾
＜魚類＞にしんかずのこ塩蔵水戻し
＜魚類＞はぜ生
＜魚類＞はぜつくだ煮
＜魚類＞はぜ甘露煮
＜魚類＞はたはた生
＜魚類＞はたはた生干し
＜魚類＞はまふえふき生
＜魚類＞はも生
＜魚類＞ひらまさ生
＜魚類＞ひらめ天然生
＜魚類＞ひらめ養殖皮つき生
＜魚類＞ひらめ養殖皮なし生
＜魚類＞（ふぐ類）とらふぐ養殖生
＜魚類＞（ふぐ類）まふぐ生
＜魚類＞ふな生
＜魚類＞ふな水煮
＜魚類＞ふな甘露煮
＜魚類＞ふなふなずし
＜魚類＞ぶり成魚生
＜魚類＞ぶり成魚焼き
＜魚類＞ぶりはまち養殖皮つき生
＜魚類＞ぶりはまち養殖皮なし生
＜魚類＞ほうぼう生
＜魚類＞ホキ生
